EIIN,SIX_AVG,SEVEN_AVG,EIGHT_AVG,NINE_AVG,TEN_AVG,FEM_STD_RATIO,FEM_TCH_RATIO,SESscore_L,SESscore_LM,SESscore_UM,SESscore_U,INSTITUTE NAME,INSTITUTE_TYPE,DIVISION,DISTRICT,THANA,UNION_NAME,MAUZA_NAME,ADDRESS,MOBILE,STUDENT_TYPE,EDUCATION_LEVEL,AScore,TSR_SCORE,AS_SCORE,SES_SCORE
121394,10.55,11.5,12.67,13.33,0,0.483,0.125,0.378,0.73,0.509,0.582,NADI SHAHOR JUNIOR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,PALASHBARI,BETKAPA,NANDISAHAR,NANDI SHAHOR,1771542112,CO-EDUCATION JOINT,Junior Secondary,1,0.765054044,0.173448053,0.492773256
121395,10.81,11.56,13.35,13.75,13.65,0.543,0.1,0.728,0.543,0.309,0.378,NARAYANPUR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,PALASHBARI,MOHADIPUR,KITTAR PARA,KETTER PARA,1714422829,CO-EDUCATION JOINT,Secondary,1,0.795755288,0.173448053,0.352574395
121396,11,12,13,14,15,0.522,0.231,0.39,0.737,0.501,0.575,JUNDHAH HIGH SCHOOL,School,RANGPUR,GAIBANDHA,PALASHBARI,BARISAL,ROYGRAM,RAIGRAM,1815265134,CO-EDUCATION JOINT,Secondary,5,0.594420243,0.173448053,0.891564745
121397,10.53,11.64,13.52,0,0,1,0.25,0.367,0.724,0.516,0.588,MONOHARPUR JUNIOR GIRLS SCHOOL,School,RANGPUR,GAIBANDHA,PALASHBARI,MANOHARPUR,MANOHARPUR,MONOHARPUR,1928611758,GIRLS,Junior Secondary,1,0.905974837,0.142140172,0.497319522
121398,10.53,11.52,12.34,0,0,1,0.625,0.794,0.488,0.267,0.333,AMBARI JUNIOR GIRLS SCHOOL,School,RANGPUR,GAIBANDHA,PALASHBARI,PALASHBARI,AMBARI,AMBARI,178977142,GIRLS,Junior Secondary,1,0.872492899,0.14203301,0.321602707
121399,11.52,12.64,12.41,13.19,14,0.369,0.167,0.372,0.727,0.512,0.585,JAMALPUR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,PALASHBARI,PALASHBARI,JAMALPUR,JAMALPUR,1717018336,CO-EDUCATION JOINT,Secondary,2,0.824358597,0.132663077,0.619496519
121433,10.24,11.25,12.19,13.19,14.17,0.137,0.143,0.262,0.656,0.582,0.652,KHORD KOMAR PUR ML HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,KHURDA KAMARPUR,KHORDA KAMARPUR,KHORDO KOMORPUR,1737827693,CO-EDUCATION JOINT,Secondary,1,0.499275036,0.999185356,0.54370847
121434,10.64,11.43,12.4,13.57,14.69,0.282,0.2,0.174,0.583,0.647,0.712,SADULLAPUR M.L PILOT HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,BANAGRAM,SADULLAHPUR,SADULLAPUR,1726844729,CO-EDUCATION JOINT,Secondary,2,0.169893439,0.992039598,0.706821731
121436,10.8,11.82,12.89,13.97,14.98,0.246,0.273,0.061,0.427,0.766,0.817,NALDANGA W.C. HIGH SHCOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,NALDANGA,DASALIA,DASALIA,1729402290,CO-EDUCATION JOINT,Secondary,1,0.533993406,0.883377493,0.679933199
121437,11.49,12.3,13.17,14.19,15.7,0.384,0.182,0.422,0.734,0.483,0.556,MOLONG BAZAR BL HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,FARIDPUR,MAHESHPUR,MOHESHPUR,1722647592,CO-EDUCATION JOINT,Secondary,1,0.657466233,0.734425606,0.474603473
121438,11.14,12.08,13.1,14.07,15.23,0.194,0.235,0.264,0.658,0.581,0.651,MIRPUR ML HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,FARIDPUR,MIRPUR,MIRPUR,1725855657,CO-EDUCATION JOINT,Secondary,1,0.827746516,0.719972117,0.542704036
121439,10.7,12.11,13.18,14.55,15.51,1,0.24,0.211,0.617,0.618,0.686,SADULLAPUR K.M PILOT GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,BANAGRAM,JAYENPUR,JOYENPUR,1712878977,GIRLS,Secondary,5,0.696050211,0.667828013,0.925160607
121440,10.69,12,13,14,15.11,0.534,0.231,0.645,0.602,0.357,0.429,RASULPUR BL HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,RASULPUR,RASULPUR,RASULPUR,1732095750,CO-EDUCATION JOINT,Secondary,1,0.826188075,0.658605725,0.387219914
121441,10.86,12.08,12.9,15.02,15.59,0.307,0,0.105,0.503,0.711,0.769,FARIDPUR B. L. HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,FARIDPUR,FARIDPUR,FARIDPUR,1729393246,CO-EDUCATION JOINT,Secondary,1,0.824620695,0.658605725,0.637210327
121442,10.75,11.54,12.98,14.09,14.64,0.289,0.267,0.795,0.487,0.267,0.333,BOKSHIGONJ A.K.HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DHAPERHAT,BOALIDAHA,BOALIDAHA,1723272537,CO-EDUCATION JOINT,Secondary,1,0.810388649,0.658605725,0.321375846
121443,10.32,11.53,12.44,13.52,14.65,1,0.368,0.932,0.322,0.159,0.21,NALDANGA J.C. GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,NALDANGA,DASALIA,DASALIA,1710360089,GIRLS,Secondary,1,0.712227693,0.626104093,0.234119653
121444,10.34,11.63,13,14,15,0.477,0.188,0.155,0.563,0.664,0.727,KANTANAGAR B.B.BL. HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DAMODARPUR,BHANGAMOR,BHANGAMOR,1728003910,CO-EDUCATION JOINT,Secondary,1,0.774076876,0.626104093,0.601772861
121445,10.91,12.08,13,14.15,15.16,0.206,0.188,0.419,0.736,0.485,0.558,JAMALPUR MAZIDIA B.L HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,JAMALPUR,BARA JAMALPUR,BARA JAMALPUR,1719508223,CO-EDUCATION JOINT,Secondary,1,0.833985642,0.592726064,0.475863994
121446,11,12,13,14,15,0.401,0.188,0.497,0.693,0.44,0.514,NEAMOT NAGAR M U BL HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DAMODARPUR,JAMUDANGA,JAMU DANGA,17100501790,CO-EDUCATION JOINT,Secondary,1,0.765813472,0.592726064,0.445206544
121447,10.27,11.81,12.84,13.93,14.94,1,0.2,0.264,0.658,0.581,0.65,KHORD KOMAR PUR GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,KHURDA KAMARPUR,TALUK HARIDAS,TALOK HORIDAS,1730837375,GIRLS,Secondary,1,0.575071963,0.558613391,0.542452885
121450,11.1,12.21,13,13.24,14.94,0.322,0.133,0.114,0.514,0.702,0.762,DHAPER HAT B.M.P B.L HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DHAPERHAT,HASAN PARA,6. DHAPER HAT,1715319722,CO-EDUCATION JOINT,Secondary,1,0.647273972,0.558613391,0.630539943
121451,10.45,12.45,12.7,13.69,13.53,0.373,0.154,0.138,0.544,0.679,0.741,ISLAMPUR F.U B/L HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DHAPERHAT,CHHAIGARI GOBINDAPUR,CHHAIGARI GOBINDAPUR,1746005373,CO-EDUCATION JOINT,Secondary,1,0.812581274,0.541399428,0.612968198
121452,10.4,11.16,12.15,13.53,14.29,1,0.417,0.393,0.738,0.5,0.573,AMBAGAN E M GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DHAPERHAT,MADHYAPARA,MODDHOPARA,1713661048,GIRLS,Secondary,1,0.894724122,0.524107464,0.486460681
121453,11.06,12.02,13.03,14.15,15.17,0.445,0.308,0.364,0.722,0.517,0.59,MONDUAR MOTIUN NESSA HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,BANAGRAM,MANDUAR,MONDUAR,1715361063,CO-EDUCATION JOINT,Secondary,1,0.705523661,0.524107464,0.498329872
121454,11.1,12.33,13.25,14.17,15.25,0.464,0.176,0.13,0.535,0.686,0.747,LAXSMIPUR RAHIMA KHATUN MULTILATERAL HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,IDILPUR,DAKSHIN LAKSHIMIPUR,LAKSHMIPUR,1722070244,CO-EDUCATION JOINT,Secondary,1,0.815602234,0.524107464,0.618290073
121455,11.33,12.43,13.38,14.34,15.56,0.201,0.188,0.627,0.614,0.368,0.44,KRAISHNAPUR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,BHATGRAM,KRISHNAPUR,KRAISHNA PUR,1727852342,CO-EDUCATION JOINT,Secondary,1,0.815485918,0.506722438,0.394512187
121456,11.05,11.84,13.43,14.27,15,0.391,0.267,0.426,0.732,0.481,0.554,KESHOLIDANGA K.N. HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,KAMAR PARA,KESALIDANGA,KESHOLIDANGA,1725242660,CO-EDUCATION JOINT,Secondary,1,0.870763686,0.506722438,0.473091184
121457,11.69,12.56,13.61,14.65,14.92,1,0.267,0.427,0.732,0.48,0.554,MOHIPUR BAZAR BI LETTERAL GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,IDILPUR,MAHIPUR,MOHIPUR,1710455624,GIRLS,Secondary,1,0.884661248,0.474935451,0.472839173
121458,10.96,11,10,12,12.08,0.815,0.286,0.961,0.262,0.124,0.168,KISHAMOT KHAJU K.U GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DAMODARPUR,KISMAT KHEJU,KISHAMOT KHAJU,1719252215,GIRLS,Secondary,1,0.78102662,0.403524152,0.202605843
121459,10.95,12.01,13.03,14.16,15.57,0.363,0,0.188,0.596,0.636,0.702,AMBAGAN HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DHAPERHAT,ARAZI CHHATRAGACHHA,ARAZI CHHATRAGACHHA,1733173644,CO-EDUCATION JOINT,Secondary,1,0.71738803,0.337851661,0.582106919
121460,10.65,11.84,13.59,15.37,15.71,0.383,0.25,0.111,0.51,0.705,0.764,ALDADPUR BAHUMUKHI GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,FARIDPUR,FARIDPUR,ALDADPUR,1736020937,GIRLS,Secondary,1,0.902895403,0.32304293,0.632688395
121461,11,12,13,0,0,1,0.3,0.404,0.744,0.494,0.567,UTTAR DAMODARPUR KAGIPARA JUNIOR GIRLS SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DAMODARPUR,DAMODARPUR,UTTAR DAMODARPUR,1761511384,GIRLS,Junior Secondary,1,0.908765365,0.322102289,0.482169971
121462,10.61,11.27,11.91,12.1,12.9,1,0.077,0.997,0.103,0.044,0.066,MOHISH BANDI GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,RASULPUR,MAHISHBANDI,MOHISHBANDI,1734198363,GIRLS,Secondary,1,0.850047741,0.322102289,0.112226251
121463,11.07,12.2,13.25,14.19,15.2,1,0.389,0.341,0.709,0.531,0.603,KISHAMAT SHERPUR GIRLS HIGH SHCOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,BANAGRAM,KISMAT SHERPUR,KISHAMAT SHERPUR,1725341581,GIRLS,Secondary,1,0.896515698,0.30662423,0.507927811
121464,11.78,12.62,13.8,14.77,15.61,0.548,0.143,0.404,0.744,0.494,0.567,IDRAKPUR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,BANAGRAM,BADLAGARI,BADALGARI,1714929481,CO-EDUCATION JOINT,Secondary,1,0.5071699,0.292465659,0.482169971
121465,10.8,11.79,12.83,13.89,14.79,1,0.182,0.229,0.631,0.605,0.674,TARAF KAMAL GRILS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,RASULPUR,TARAF KAMAL,TARAF KAMAL,1716974201,GIRLS,Secondary,1,0.869750152,0.291524476,0.559986857
121467,11.19,12.17,13.09,13.93,14.93,1,0.308,0.371,0.726,0.513,0.586,KAMAR PARA GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,KAMAR PARA,HATBAMNI,MADHO HAT BAMUNI,1711178042,GIRLS,Secondary,1,0.663345734,0.262412351,0.495298881
121468,10,12,13,14,15,0.371,0.316,0.938,0.311,0.152,0.202,KHAMAR DASHALIA ADARSHA HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,NALDANGA,KHAMAR DASALIA,KHAMARDASHALIA,1718661294,CO-EDUCATION JOINT,Secondary,1,0.49648503,0.234829372,0.228143564
121469,12,12.82,13.93,14.17,14.14,0.467,0.273,0.787,0.495,0.272,0.339,MADYA DAMODUR PUR BI LATARAL HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DAMODARPUR,DAMODARPUR,MODDHODAMODORPUR,1718738202,CO-EDUCATION JOINT,Secondary,1,0.864730495,0.234829372,0.32546947
121470,11.28,12.3,13.42,14.22,15.32,0.438,0,0.404,0.744,0.494,0.567,MORUADHA HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DAMODARPUR,MARUADAHA,MARUADHA,1716453085,CO-EDUCATION JOINT,Secondary,1,0.846471007,0.221680781,0.482169971
121471,11.04,12.12,13.07,14.19,15.19,1,0.357,0.261,0.656,0.583,0.653,BHAT GRAM GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,BHATGRAM,BHATGRAM,BHAT GRAM,1721211058,GIRLS,Secondary,1,0.858257173,0.196619901,0.544210582
121472,10.54,11.76,12.41,12.1,0,,0.2,0,0.01,0.974,0.997,MOTHER HAT GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,IDILPUR,JOGIBARI,JOGIBARI,1723237622,GIRLS,Secondary,1,0.958798995,0.186162339,0.961151498
121473,11.33,12.2,13.02,14,14.19,0.403,0.211,0.355,0.717,0.523,0.595,BUZRUK RASUL PUR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,JAMALPUR,BUZRUK RASULPUR,BUZRUK RASUL PUR,1716438605,CO-EDUCATION JOINT,Secondary,1,0.886834607,0.186162339,0.502118725
121474,11.11,12.07,13.17,14.19,15.09,0.441,0.2,0.271,0.663,0.576,0.646,BUZRUK ZAMAL PUR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,BHATGRAM,BUZRUK JAMALPUR,BUZRUK ZAMAL PUR,1721211732,CO-EDUCATION JOINT,Secondary,1,0.849976755,0.186130409,0.539186413
121475,11,12,13,14,15,0.565,0.167,0.124,0.528,0.692,0.752,MADARIPUR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DAMODARPUR,DAMODARPUR,DAMODARPUR,1717474097,CO-EDUCATION JOINT,Secondary,1,0.74022617,0.18568374,0.622627816
121477,10.19,11.09,12.2,13.32,14.23,1,0.375,0.244,0.643,0.595,0.664,KRISHNAPUR ADARSHA BI-LATERAL GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,BHATGRAM,KRISHNAPUR,KRISHNAPUR,1761571560,GIRLS,Secondary,1,0.88590749,0.184824186,0.55248465
121478,10.83,11.42,12.68,13.65,14.63,1,0.071,0.308,0.688,0.552,0.623,JAMALPUR GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,JAMALPUR,BARA JAMALPUR,BARA JAMALPUR,1716696605,GIRLS,Secondary,1,0.837658124,0.184824186,0.522566574
121479,10.89,11.72,12.8,13.76,14.8,0.355,0.267,0.27,0.662,0.577,0.647,MOHIPUR BAZAR ADARSHA HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,IDILPUR,MAHIPUR,MOHIPUR,1710728128,CO-EDUCATION JOINT,Secondary,1,0.852120023,0.184824186,0.539940457
121480,11.29,12.75,13.82,14.16,14.17,0.026,0.167,0.225,0.628,0.608,0.676,MADAR HAT ADARSHA HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,IDILPUR,JOGIBARI,JOGIBARI,1717015633,CO-EDUCATION JOINT,Secondary,1,0.799475286,0.175317605,0.561734379
121481,10.44,11.48,12.58,13.17,14.44,0.581,0.143,0.244,0.643,0.594,0.663,BOSNOB DASH HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,RASULPUR,BAISHTAM DAS,BOSNOB DAS,1719248579,CO-EDUCATION JOINT,Secondary,1,0.880427924,0.184824186,0.552234237
121482,11.47,12.76,13.6,14.31,15.17,0.498,0.333,0.548,0.663,0.412,0.486,BHANGAMOR B.L  HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DAMODARPUR,BHANGAMOR,BHANGAMOR,1748972686,CO-EDUCATION JOINT,Secondary,1,0.842789408,0.174365913,0.425516503
121484,11.1,12.14,13.17,14.14,15.23,1,0.333,0.291,0.677,0.563,0.634,BAKSHIGONJ RANI  GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DHAPERHAT,BOALIDAHA,BOALIDAHA,1724106950,GIRLS,Secondary,1,0.846567114,0.262412351,0.530127663
121488,11.07,12.06,13.14,0,0,1,0.167,0.259,0.654,0.584,0.654,GOBINDA RAY DEBOTTAR JUNIOR GIRLS SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,IDILPUR,GOBINDA RAY DEBOTTAR,GOBINDARAY,1724121943,GIRLS,Junior Secondary,1,0.915293262,0.132484213,0.545214594
121490,11.24,13.38,14.17,0,0,0.41,0.167,0.314,0.692,0.548,0.62,MAOAGARI JUNIOUR SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,DHAPERHAT,MAOAGARI,MAOAGARI,1723722586,CO-EDUCATION JOINT,Junior Secondary,1,0.803154298,0.123922867,0.519791993
121492,12,13,14,15,16,0.453,0.235,0.709,0.558,0.321,0.39,PATILLAKURA CHAKDARIA B.L. HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SADULLAPUR,JAMALPUR,PATILKURA CHAK DARIA,PATILLAKURA CHAK DARIA,1711414244,CO-EDUCATION JOINT,Secondary,1,0.808701333,0.123387271,0.360838266
121548,11,12,13,14,15,0.28,0.222,0.404,0,0,0,JUMARBAR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,JUMMERBARI,CHAND PARA,JUMARBARI,1752268057,CO-EDUCATION JOINT,Secondary,1,0.014408068,0.998906627,0.000662592
121549,11.24,11.54,12,12.7,13.22,0.057,0.273,0.977,0.216,0.099,0.138,SHAGHATTA PILOT HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,SAGHATA,SAGHATA,HASILKANDI,1716307510,CO-EDUCATION JOINT,Secondary,5,0.414827938,0.99873666,0.63435655
121550,10.53,11.31,12.33,13.4,14.58,1,0.412,0.392,0.738,0.5,0.574,BHARAT KHALI HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,BHARTKHALI,ULLA,ULLAH,1714685844,BOYS,Secondary,1,0.528774298,0.926922501,0.486713129
121551,10.99,12.07,12.68,13.17,14.17,0.139,0.24,0.01,0.249,0.877,0.909,KAZI AZHAR ALI HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,BONAR PARA,SHIMULTARI (UZ.H.Q.),SHIMULTARI,1717947805,CO-EDUCATION JOINT,Secondary,2,0.698813186,0.989930195,0.86086244
121553,11.1,12.11,13.07,14.04,15.09,0,0.3,0.693,0.569,0.329,0.4,KACHUA HAT HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,MUKTANAGAR,KHAMAR DHANARUHA,KHAMAR DONARUHA,1743292215,BOYS,Secondary,1,0.546988523,0.626104093,0.367258185
121554,11.26,12.46,13.29,13.58,14.32,0.477,0.267,0.439,0.725,0.473,0.547,KAMALER PARA HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,KAMALER PARA,KAMALER PARA,KAMALER PARA,1718963524,CO-EDUCATION JOINT,Secondary,1,0.438390197,0.626104093,0.468053144
121555,10.77,11.62,12.74,14.58,15.59,1,0.333,0.35,0.714,0.526,0.598,BHARAT KHALI BANDAR GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,MUKTANAGAR,BHARATKHALI,BHARAT KHALI,1712683037,GIRLS,Secondary,1,0.780469632,0.59415917,0.504391967
121556,11.3,12.47,13.46,14.32,15.44,0.516,0.333,0.489,0.697,0.445,0.519,PADUM SAHAR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,PADUMSAHAR,TEPA PADUMSAHAR,TAPA PADUMSAHAR,1734102005,CO-EDUCATION JOINT,Secondary,1,0.359097314,0.592726064,0.448461017
121557,11,12,13,14,15,0.443,0.214,0.55,0.662,0.411,0.484,OSMANAR PARA HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,KACHUA,OSMANER PARA,OSMANAR PARA,1922887882,CO-EDUCATION JOINT,Secondary,1,0.800530623,0.592726064,0.424772108
121558,10,11,12,13,14,0.454,0.143,0.924,0.336,0.167,0.219,DIMLA PADUMSHAHAR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,PADUMSAHAR,DIMLA PADUMSAHAR,DIMLA PADUMSHAHAR,1711265243,CO-EDUCATION JOINT,Secondary,1,0.443074946,0.592402287,0.241364478
121559,10.94,11.06,12.91,14.09,15.02,0.35,0.263,0.259,0.654,0.584,0.654,BARKONA  HIGH  SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,KAMALER PARA,BARAKONA,09 NO KAMALERPARA,1823316520,CO-EDUCATION JOINT,Secondary,1,0.178458618,0.60951598,0.545214594
121561,11.1,11.06,12.12,13.15,14.17,0.554,0.222,0.48,0.702,0.45,0.524,MATHAR PARA HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,GHURIDAHA,MATHAR PARA,MOTHOR PARA,1721543809,CO-EDUCATION JOINT,Secondary,1,0.468353902,0.541399428,0.451718962
121562,11.77,12.8,13.83,14.84,15.88,0.537,0.231,0.404,0.744,0.494,0.567,RAMNAGAR B.L HIGH SXHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,KACHUA,RAMNAGAR,RAMNAGAR,1734118992,CO-EDUCATION JOINT,Secondary,1,0.555059906,0.541399428,0.482169971
121563,11.2,11.81,13.18,13.53,13.89,0.44,0.273,0.404,0,0,0,KACHUA HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,KACHUA,KACHUA,KACHUA,1728005955,CO-EDUCATION JOINT,Secondary,1,0.662739327,0.541399428,0.000662592
121564,10.89,11.89,12.95,14.14,15.88,1,0.368,0.155,0.563,0.664,0.727,ULLAH GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,BHARTKHALI,ULLA,ULLAH,1715649377,GIRLS,Secondary,1,0.445955538,0.541352144,0.602017168
121565,10,11,12,13,14,0.535,0.455,0.404,0,0,0,NAYABANDAR HIGH  SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,PADUMSAHAR,DIMLA PADUMSAHAR,PADUMSHAHAR,1719826336,CO-EDUCATION JOINT,Secondary,1,0.193621003,0.524107464,0.000662592
121566,10.93,11.67,12.3,13.49,14.56,1,0.333,0.572,0.649,0.398,0.472,KACHUA HAT SHAHID HRM GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,MUKTANAGAR,KHAMAR DHANARUHA,KACHUA HAT,1712722583,GIRLS,Secondary,1,0.652162268,0.524107464,0.416107998
121567,11,12,13,14,15,1,0.25,0.645,0.602,0.357,0.429,JUMAR BARI GIRL HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,JUMMERBARI,JUMARBARI,JUMAR BARI,1711411243,GIRLS,Secondary,1,0.471524893,0.506722438,0.387219914
121568,10.99,12.05,13.11,14.17,15.26,0.433,0.308,0.692,0.57,0.33,0.401,MUNSHIRHAT  HIGH  SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,SAGHATA,SATHALIA,SATHALIA,1716519891,CO-EDUCATION JOINT,Secondary,1,0.69387446,0.506722438,0.367973844
121569,10.42,11.45,13.38,14.4,15.42,0.259,0.067,0.422,0.734,0.483,0.556,GOBINDAPUR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,HALDIA,GOBINDAPUR,GOBINDAPUR,1718677163,CO-EDUCATION JOINT,Secondary,1,0.637424803,0.454764551,0.474603473
121570,10.99,12,13,14,15,1,0.2,0.379,0.731,0.508,0.581,SHIMUL BARI HAMIDUNNESA GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,KAMALER PARA,SHIMULBARI,SHIMUL BARI,1728577322,GIRLS,Secondary,1,0.68235154,0.26361769,0.49201562
121571,10.67,12.57,14,15,16,0.292,0.071,0.329,0.701,0.539,0.611,KUNDUPARA UNITED HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,JUMMERBARI,KUNDA PARA,KINDUPARA,1714845900,CO-EDUCATION JOINT,Secondary,1,0.739818611,0.234865978,0.513230321
121572,10.28,11.33,12.29,13.57,14.8,0,0.182,0.616,0.621,0.374,0.446,MUKTI NAGAR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,MUKTANAGAR,DHANARUHA,DHANARUHA,1718615721,BOYS,Secondary,1,0.518237787,0.234829372,0.398661126
121573,10.19,11.27,13.88,14.08,15.23,1,0.143,0.404,0,0,0,ULLAH SONATOLA GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,KACHUA,ULIA SONATALA,ULLAH SONATOLA,1714526601,GIRLS,Secondary,1,0.747103924,0.225204934,0.000662592
121575,10.92,11.67,12.76,12.74,14.51,0.895,0.267,0.968,0.244,0.114,0.156,UDAYAN GIRLS HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,MUKTANAGAR,KUKHATAIR,KUKHATAIR,1715023762,GIRLS,Secondary,1,0.67715994,0.217556788,0.192923643
121576,10.87,12,13,14,15,0.376,0.4,0.117,0.519,0.699,0.758,JADUR TAIR HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,GHURIDAHA,JADURTAIR,JADURTAIR,1735751377,CO-EDUCATION JOINT,Secondary,1,0.80095182,0.196652922,0.627908516
121577,11.02,12.03,13.05,14.07,15.04,0.366,0.25,0.836,0.447,0.239,0.301,JHARA  BARSHA  HIGH  SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,GHURIDAHA,JHARA BARSHA,GHURIDA,1716644590,CO-EDUCATION JOINT,Secondary,1,0.754280419,0.184824186,0.299697515
121578,11.06,11.95,12.94,13.98,15.19,0,0.286,0.436,0.727,0.475,0.549,ULLASONATOLA  HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,SAGHATA,SAGHATA,ULLASONATOLA,1716477414,BOYS,Secondary,1,0.716374946,0.162440021,0.469312206
121579,10.6,11.62,12.53,13.63,14.53,0.457,0.308,0.404,0,0,0,BADINAR PARA HIGH SCHOOL,School,RANGPUR,GAIBANDHA,SAGHATA,JUMMERBARI,BADINAR PARA,BADINAR PARA,1718665414,CO-EDUCATION JOINT,Secondary,1,0.847190837,0.152037166,0.000662592
